2023-07-14 15:33:28.753661;player1^player2^player3;5;0^1^0;0^0^0^0;0
0;300;600;635;880;720
0;300;305;305;310;365
0;5;60;125;190;245
2023-07-14 15:44:34.634530;player1^player2^player3;3;1^1^2;0^0^0^0;0
0;35;35;40
0;300;300;305
0;5;5;5
2023-07-14 16:18:56.741377;player1^player2^player3;2;2^2^2;0^0^0^0;0
0;0;0
0;0;0
0;0;0
2023-07-14 20:06:37.392456;player1^player2^player3;2;0^1^0;0^0^0^0;0
0;300;345
0;5;5
0;45;100
2023-07-14 20:09:11.746842;player1^player2^player3;3;0^1^0;0^0^0^0;0
0;300;345;350
0;5;5;60
0;45;100;105
2023-07-14 20:09:26.656135;345^345^43;1;0^0^1;0^0^0^0;0
0;300
0;45
0;0
2023-07-15 20:26:42.967716;лох1^лох2^лох3;38;36^36^36;0^0^0^0;0
0;65;365;370;435;500;500;500;500;380;380;380;260;260;260;140;140;140;20;20;20;-100;-100;-100;-220;-220;-220;-340;-340;-340;-460;-460;-460;-580;-580;-580;-700;-700;-700
0;300;305;605;660;880;720;720;720;600;600;600;480;480;480;360;360;360;240;240;240;120;120;120;0;0;0;-120;-120;-120;-240;-240;-240;-360;-360;-360;-480;-480;-480
0;0;45;120;195;260;260;260;140;140;140;20;20;20;-100;-100;-100;-220;-220;-220;-340;-340;-340;-460;-460;-460;-580;-580;-580;-700;-700;-700;-820;-820;-820;-940;-940;-940;-1060
2023-07-17 11:39:52.385447;arg^areg^rag;4;0^1^3;0^0^0^0;1
0;300;600;880;1000
0;45;45;90;0
0;0;0;-120;0
2023-07-17 15:28:17.331689;player1^player2^player3;0;0^0^0;0^0^0^0;0
0
0
0
2023-07-17 17:32:37.981034;player1^player2^player3;0;0^0^0;0^0^0^0;0
0
0
0
2023-07-17 17:45:07.778220;player1^player2^player3;1;1^1^1;0^0^0^0;0
0;0
0;0
0;0
2023-07-18 15:04:42.869102;fdsg^sfdh^sfdh;23;18^18^18;0^0^0^0;0
0;55;120;420;485;785;785;785;665;665;665;545;545;545;425;425;425;305;305;305;185;185;185;65
0;65;70;75;80;155;155;155;35;35;35;-85;-85;-85;-205;-205;-205;-325;-325;-325;-445;-445;-445;-565
0;300;600;880;760;835;835;835;715;715;715;595;595;595;475;475;475;355;355;355;235;235;235;115
2023-07-18 15:05:01.539670;fdsg^sfdh^sfdh;20;16^16^16;0^0^0^0;0
0;55;120;420;485;785;785;785;665;665;665;545;545;545;425;425;425;305;305;305;185
0;65;70;75;80;155;155;155;35;35;35;-85;-85;-85;-205;-205;-205;-325;-325;-325;-445
0;300;600;880;760;835;835;835;715;715;715;595;595;595;475;475;475;355;355;355;235
